Subject,Object,DBSCAN_Cluster,Sentence
fracture,mineral,0,"When there was a bridge between the main fracture and the micro-fracture, both mineral dissolution and mineral precipitation occurred here."
fracture,precipitation,0,"When there was a bridge between the main fracture and the micro-fracture, both mineral dissolution and mineral precipitation occurred here."
mineral,dissolution,0,"When there was a bridge between the main fracture and the micro-fracture, both mineral dissolution and mineral precipitation occurred here."
mineral,precipitation,0,"When there was a bridge between the main fracture and the micro-fracture, both mineral dissolution and mineral precipitation occurred here."
dissolution,mineral,0,"When there was a bridge between the main fracture and the micro-fracture, both mineral dissolution and mineral precipitation occurred here."
dissolution,precipitation,0,"When there was a bridge between the main fracture and the micro-fracture, both mineral dissolution and mineral precipitation occurred here."
mineral,precipitation,0,"When there was a bridge between the main fracture and the micro-fracture, both mineral dissolution and mineral precipitation occurred here."
thermal,reservoir,0,"Therefore, after hydraulic fracturing, the porosity of granite thermal reservoir can be divided into large-scale main fractures and small-scale micro-fractures, as shown in Fig. 14."
fluid,mineral,0,"In large-scale main fractures, due to the fast fluid velocity, the mineral dissolu- tion effect is greater than the mineral precipitation. In small-scale micro-fractures, capil- lary effect and mineral precipitation promote CO2 storage."
fluid,velocity,0,"In large-scale main fractures, due to the fast fluid velocity, the mineral dissolu- tion effect is greater than the mineral precipitation. In small-scale micro-fractures, capil- lary effect and mineral precipitation promote CO2 storage."
fluid,mineral,0,"In large-scale main fractures, due to the fast fluid velocity, the mineral dissolu- tion effect is greater than the mineral precipitation. In small-scale micro-fractures, capil- lary effect and mineral precipitation promote CO2 storage."
fluid,precipitation,0,"In large-scale main fractures, due to the fast fluid velocity, the mineral dissolu- tion effect is greater than the mineral precipitation. In small-scale micro-fractures, capil- lary effect and mineral precipitation promote CO2 storage."
velocity,precipitation,0,"In large-scale main fractures, due to the fast fluid velocity, the mineral dissolu- tion effect is greater than the mineral precipitation. In small-scale micro-fractures, capil- lary effect and mineral precipitation promote CO2 storage."
mineral,precipitation,0,"In large-scale main fractures, due to the fast fluid velocity, the mineral dissolu- tion effect is greater than the mineral precipitation. In small-scale micro-fractures, capil- lary effect and mineral precipitation promote CO2 storage."
mineral,precipitation,0,"In large-scale main fractures, due to the fast fluid velocity, the mineral dissolu- tion effect is greater than the mineral precipitation. In small-scale micro-fractures, capil- lary effect and mineral precipitation promote CO2 storage."
mineral,precipitation,0,"In large-scale main fractures, due to the fast fluid velocity, the mineral dissolu- tion effect is greater than the mineral precipitation. In small-scale micro-fractures, capil- lary effect and mineral precipitation promote CO2 storage."
mineral,storage,0,"In large-scale main fractures, due to the fast fluid velocity, the mineral dissolu- tion effect is greater than the mineral precipitation. In small-scale micro-fractures, capil- lary effect and mineral precipitation promote CO2 storage."
precipitation,mineral,0,"In large-scale main fractures, due to the fast fluid velocity, the mineral dissolu- tion effect is greater than the mineral precipitation. In small-scale micro-fractures, capil- lary effect and mineral precipitation promote CO2 storage."
precipitation,storage,0,"In large-scale main fractures, due to the fast fluid velocity, the mineral dissolu- tion effect is greater than the mineral precipitation. In small-scale micro-fractures, capil- lary effect and mineral precipitation promote CO2 storage."
mineral,precipitation,0,"In large-scale main fractures, due to the fast fluid velocity, the mineral dissolu- tion effect is greater than the mineral precipitation. In small-scale micro-fractures, capil- lary effect and mineral precipitation promote CO2 storage."
mineral,storage,0,"In large-scale main fractures, due to the fast fluid velocity, the mineral dissolu- tion effect is greater than the mineral precipitation. In small-scale micro-fractures, capil- lary effect and mineral precipitation promote CO2 storage."
precipitation,storage,0,"In large-scale main fractures, due to the fast fluid velocity, the mineral dissolu- tion effect is greater than the mineral precipitation. In small-scale micro-fractures, capil- lary effect and mineral precipitation promote CO2 storage."
carbon,emission,0,"Conclusions and outlook The current global carbon emission situation and the challenges faced by existing CO2 emission reduction technologies were reviewed, and the potential of coupled carbon storage and EGS geothermal extraction using CO2 as the working"
carbon,emission,0,"Conclusions and outlook The current global carbon emission situation and the challenges faced by existing CO2 emission reduction technologies were reviewed, and the potential of coupled carbon storage and EGS geothermal extraction using CO2 as the working"
carbon,storage,0,"Conclusions and outlook The current global carbon emission situation and the challenges faced by existing CO2 emission reduction technologies were reviewed, and the potential of coupled carbon storage and EGS geothermal extraction using CO2 as the working"
emission,carbon,0,"Conclusions and outlook The current global carbon emission situation and the challenges faced by existing CO2 emission reduction technologies were reviewed, and the potential of coupled carbon storage and EGS geothermal extraction using CO2 as the working"
emission,storage,0,"Conclusions and outlook The current global carbon emission situation and the challenges faced by existing CO2 emission reduction technologies were reviewed, and the potential of coupled carbon storage and EGS geothermal extraction using CO2 as the working"
emission,carbon,0,"Conclusions and outlook The current global carbon emission situation and the challenges faced by existing CO2 emission reduction technologies were reviewed, and the potential of coupled carbon storage and EGS geothermal extraction using CO2 as the working"
emission,storage,0,"Conclusions and outlook The current global carbon emission situation and the challenges faced by existing CO2 emission reduction technologies were reviewed, and the potential of coupled carbon storage and EGS geothermal extraction using CO2 as the working"
carbon,storage,0,"Conclusions and outlook The current global carbon emission situation and the challenges faced by existing CO2 emission reduction technologies were reviewed, and the potential of coupled carbon storage and EGS geothermal extraction using CO2 as the working"
fluid,thermal,0, fluid was investigated from the perspectives of the fluid’s thermophysical and thermodynamic properties and the thermal-flow alteration of EGS reservoirs.
fluid,alteration,0, fluid was investigated from the perspectives of the fluid’s thermophysical and thermodynamic properties and the thermal-flow alteration of EGS reservoirs.
thermal,alteration,0, fluid was investigated from the perspectives of the fluid’s thermophysical and thermodynamic properties and the thermal-flow alteration of EGS reservoirs.
storage,technology,0,"At present, there is common consensus that CO2-EGS is a promising alternative. However, the current CO2 storage using this technology is mostly estimated based on the fluid loss rate of H2O-EGS."
storage,estimated,0,"At present, there is common consensus that CO2-EGS is a promising alternative. However, the current CO2 storage using this technology is mostly estimated based on the fluid loss rate of H2O-EGS."
storage,fluid,0,"At present, there is common consensus that CO2-EGS is a promising alternative. However, the current CO2 storage using this technology is mostly estimated based on the fluid loss rate of H2O-EGS."
technology,estimated,0,"At present, there is common consensus that CO2-EGS is a promising alternative. However, the current CO2 storage using this technology is mostly estimated based on the fluid loss rate of H2O-EGS."
technology,fluid,0,"At present, there is common consensus that CO2-EGS is a promising alternative. However, the current CO2 storage using this technology is mostly estimated based on the fluid loss rate of H2O-EGS."
estimated,fluid,-1,"At present, there is common consensus that CO2-EGS is a promising alternative. However, the current CO2 storage using this technology is mostly estimated based on the fluid loss rate of H2O-EGS."
fluid,rock,0,"The CO2–fluid–rock interactions at various experimental and numerical simulation scales also use CO2 in industrial applications of CO2-EGS technology, and the amount of CO2 storage was estimated."
fluid,technology,0,"The CO2–fluid–rock interactions at various experimental and numerical simulation scales also use CO2 in industrial applications of CO2-EGS technology, and the amount of CO2 storage was estimated."
rock,technology,0,"The CO2–fluid–rock interactions at various experimental and numerical simulation scales also use CO2 in industrial applications of CO2-EGS technology, and the amount of CO2 storage was estimated."
technology,storage,0,"The CO2–fluid–rock interactions at various experimental and numerical simulation scales also use CO2 in industrial applications of CO2-EGS technology, and the amount of CO2 storage was estimated."
technology,estimated,0,"The CO2–fluid–rock interactions at various experimental and numerical simulation scales also use CO2 in industrial applications of CO2-EGS technology, and the amount of CO2 storage was estimated."
storage,estimated,0,"The CO2–fluid–rock interactions at various experimental and numerical simulation scales also use CO2 in industrial applications of CO2-EGS technology, and the amount of CO2 storage was estimated."
dissolution,heat,0,"In addition, the mineral dissolution and precipitation that form CO2 mineralization and storage may have a negative effect on the CO2-EGS heat extraction efficiency."
dissolution,efficiency,0,"In addition, the mineral dissolution and precipitation that form CO2 mineralization and storage may have a negative effect on the CO2-EGS heat extraction efficiency."
